CustomerID,Occupation,Monthly Income (MYR),Account Balance (MYR),Credit Score,Total Loan Applied (MYR),Loan Duration (Years),Loan Purpose Text,Topic,Risk Category
CUST0296,Student,2945,5456,691,44175,22,borrowing to launching a new product line,Business Expansion,High
CUST0297,Retired,3043,3979,695,66946,11,funds required to fix the leaking roof without delay,Home Improvement,High
CUST0298,Engineer,9997,0,669,129961,18,i need to getting a minivan for family,Vehicle Purchase,Low
CUST0299,Sales Executive,5438,9058,526,108760,11,language course abroad without delay,Education,Low
CUST0300,Self-Employed,13183,36955,592,171379,10,buying a cheap hatchback next week,Vehicle Purchase,Low
CUST0301,Retired,3055,6524,601,48880,25,planning to building a garage extension,Home Improvement,Low
CUST0302,Engineer,5344,6431,773,85504,30,financing for opening a second branch right now,Business Expansion,Low
CUST0303,Engineer,11122,10756,657,244684,9,buying a classic mustang next week,Vehicle Purchase,Low
CUST0304,Teacher,3947,2783,579,47364,2,help me to urgent pet surgery without delay,Emergency Expenses,Low
CUST0305,Sales Executive,3430,7131,692,68600,4,loan to cover phd research grant gap,Education,Low
CUST0306,Student,2627,5160,643,65675,30,just want to dental braces for son,Medical Expenses,High
CUST0307,Freelancer,7829,16784,845,117435,10,borrowing to kids school uniform,Education,Low
CUST0308,Clerk,3335,2051,605,20010,30,borrowing to prescription drugs cost right now,Medical Expenses,High
CUST0309,Manager,10880,18487,641,184960,26,need capital to renovate the kitchen cabinets badly,Home Improvement,Low
CUST0310,Teacher,6567,21502,606,39402,1,im looking to upgrading the air conditioning thanks,Home Improvement,Low
CUST0311,Clerk,3901,8390,643,97525,18,purchasing raw materials bulk without delay,Business Expansion,Low
CUST0312,Teacher,6985,6018,648,55880,11,family crisis need cash before month end,Emergency Expenses,Low
CUST0313,Freelancer,7810,11531,701,117150,26,applying for cash to prescription drugs cost badly,Medical Expenses,Low
CUST0314,Sales Executive,4437,2772,576,75429,27,replacing old windows without delay,Home Improvement,Low
CUST0315,Retired,2843,7157,711,28430,5,funds required to pay off urgent debt,Emergency Expenses,High
CUST0316,Self-Employed,8064,18436,653,153216,25,settle lawsuit settlement please approve,Emergency Expenses,Low
CUST0317,Self-Employed,8947,5309,598,116311,21,borrowing to upgrading the air conditioning,Home Improvement,Low
CUST0318,Sales Executive,3508,3710,572,35080,13,planning to prescription drugs cost asap,Medical Expenses,High
CUST0319,Clerk,3308,6874,616,79392,8,acquiring a food delivery bike for my family,Vehicle Purchase,Low
CUST0320,Teacher,5458,12328,758,130992,12,root canal treatment,Medical Expenses,Low
CUST0321,Retired,3428,5369,506,37708,25,loan to cover buying a cheap hatchback,Vehicle Purchase,Low
CUST0322,Clerk,3076,988,690,21532,30,help me to upgrading the air conditioning thanks,Home Improvement,High
CUST0323,Student,2621,5086,619,57662,5,im looking to urgent plumbing disaster urgent please,Emergency Expenses,Low
CUST0324,Self-Employed,12525,4654,693,288075,16,textbooks for the term for my family,Education,Low
CUST0325,Retired,3324,6039,567,69804,14,gotta buying a second hand sedan for my family,Vehicle Purchase,High
CUST0326,Student,2644,236,683,13220,13,financing a tesla please approve,Vehicle Purchase,High
CUST0327,Student,1946,2501,638,31136,23,financing for financing a tesla right now,Vehicle Purchase,Low
CUST0328,Retired,1746,3103,637,34920,2,urgent need for new tiles for bathroom before month end,Home Improvement,High
CUST0329,Manager,10948,18196,514,273700,14,marketing campaign ads without delay,Business Expansion,Low
CUST0330,Manager,15348,41284,522,260916,3,gotta sudden funeral costs,Emergency Expenses,Low
CUST0331,Self-Employed,5943,11478,739,124803,5,paying off student arrears thanks,Education,Low
CUST0332,Student,1546,3685,637,34012,14,short on cash for installing smart locks next week,Home Improvement,Low
CUST0333,Sales Executive,5027,5276,661,55297,30,pay off urgent debt to move forward,Emergency Expenses,Low
CUST0334,Student,2852,879,716,14260,8,loan to cover paying off student arrears,Education,High
CUST0335,Clerk,2206,1714,601,13236,8,money needed for exam registration fees if possible,Education,High
CUST0336,Manager,15191,23622,705,91146,5,certification exam fee badly,Education,Low
CUST0337,Sales Executive,7719,8081,748,115785,8,money needed for health checkup package,Medical Expenses,Low
CUST0338,Teacher,6204,4223,638,80652,2,need capital to kids school uniform,Education,Low
CUST0339,Manager,17107,0,655,427675,22,gotta renovate the kitchen cabinets,Home Improvement,Low
CUST0340,Retired,2805,3446,572,39270,13,help me to pay bail money right now,Emergency Expenses,High
CUST0341,Retired,3439,5270,707,30951,26,i need to website development cost thanks,Business Expansion,High
CUST0342,Student,2651,2098,693,55671,5,i need to fix the leaking roof please approve,Home Improvement,High
CUST0343,Sales Executive,5088,9328,760,96672,28,help me to phd research grant gap,Education,Low
CUST0344,Clerk,3096,4387,598,40248,13,buying a food truck,Business Expansion,High
CUST0345,Clerk,2385,4432,549,52470,7,renovating the shop floor please approve,Business Expansion,High
CUST0346,Sales Executive,5727,5300,815,62997,30,borrowing to opening a second branch,Business Expansion,Low
CUST0347,Clerk,3529,8517,649,42348,23,funds required to replacing stolen car please approve,Vehicle Purchase,Low
CUST0348,Manager,11921,2271,605,202657,15,gotta paying semester fees,Education,Low
CUST0349,Engineer,7142,3191,777,135698,4,physiotherapy sessions to move forward,Medical Expenses,Low
CUST0350,Self-Employed,7328,6823,710,168544,28,just want to website development cost urgent please,Business Expansion,Low
CUST0351,Teacher,3566,4898,836,82018,24,paying semester fees without delay,Education,Low
CUST0352,Engineer,6248,10570,704,143704,27,funds required to paying for knee surgery,Medical Expenses,Low
CUST0353,Freelancer,7010,5707,549,91130,25,replacing stolen car thanks,Vehicle Purchase,Low
CUST0354,Freelancer,6275,13804,774,62750,5,funds required to replacing my old clunker,Vehicle Purchase,Low
CUST0355,Teacher,5720,20048,637,120120,2,just want to paying for knee surgery,Medical Expenses,Low
CUST0356,Student,1513,285,730,18156,3,applying for cash to building a garage extension,Home Improvement,High
CUST0357,Student,1947,1415,647,46728,21,short on cash for remodeling the basement,Home Improvement,High
CUST0358,Freelancer,2628,6602,654,13140,1,gotta replacing old windows,Home Improvement,High
CUST0359,Retired,2674,7906,665,48132,26,urgent need for buying laptop for studies,Education,Low
CUST0360,Clerk,3880,7269,675,42680,20,i need to loan for immediate survival immediately,Emergency Expenses,Low
CUST0361,Self-Employed,8379,13326,618,142443,15,help me to paying semester fees,Education,Low
CUST0362,Sales Executive,5457,4774,507,136425,28,planning to licensing fees for shop immediately,Business Expansion,Low
CUST0363,Clerk,2830,2160,719,16980,21,paying ambulance fee if possible,Medical Expenses,High
CUST0364,Teacher,3838,2481,650,57570,19,financing a tesla asap,Vehicle Purchase,Low
CUST0365,Retired,1674,2876,820,38502,16,i need to settle lawsuit settlement soon,Emergency Expenses,High
CUST0366,Student,1652,2048,590,36344,19,financing for buying a food truck,Business Expansion,High
CUST0367,Teacher,6983,4855,837,160609,5,need capital to buying a boat trailer,Vehicle Purchase,Low
CUST0368,Clerk,2612,4728,700,44404,22,fix the leaking roof if possible,Home Improvement,High
CUST0369,Manager,10292,18607,531,72044,17,loan to cover downpayment for a 4x4,Vehicle Purchase,Low
CUST0370,Student,1700,152,708,25500,20,help me to kidney stone removal without delay,Medical Expenses,High
CUST0371,Self-Employed,4485,2550,545,85215,16,phd research grant gap please approve,Education,Low
CUST0372,Self-Employed,13060,29948,619,300380,22,pay bail money for my family,Emergency Expenses,Low
CUST0373,Clerk,3581,1605,552,25067,3,funds required to building a garage extension,Home Improvement,High
CUST0374,Teacher,5056,6216,539,85952,11,planning to buying a food truck,Business Expansion,Low
CUST0375,Clerk,2187,4781,652,34992,25,applying for cash to opening a second branch,Business Expansion,High
CUST0376,Clerk,2271,5052,694,49962,18,applying for cash to renovating the shop floor quickly,Business Expansion,Low
CUST0377,Clerk,2053,4844,704,49272,20,need capital to laser eye treatment,Medical Expenses,High
CUST0378,Manager,8202,10613,726,57414,24,remodeling the basement without delay,Home Improvement,Low
CUST0379,Retired,2194,2868,605,28522,10,planning to building a garage extension immediately,Home Improvement,High
CUST0380,Freelancer,3695,8453,683,66510,10,im looking to coding bootcamp fee,Education,Low
CUST0381,Clerk,2739,4090,710,68475,16,borrowing to university dorm deposit,Education,High
CUST0382,Freelancer,3376,5271,657,57392,11,renovating the shop floor,Business Expansion,High
CUST0383,Self-Employed,11212,8447,776,280300,20,need capital to dental braces for son,Medical Expenses,Low
CUST0384,Engineer,7626,3942,575,152520,11,planning to loan for immediate survival,Emergency Expenses,Low
CUST0385,Manager,13228,15643,769,264560,19,i need to landscaping the backyard badly,Home Improvement,Low
CUST0386,Self-Employed,10161,12540,787,162576,4,urgent need for sudden funeral costs next week,Emergency Expenses,Low
CUST0387,Retired,2236,2413,558,42484,23,financing for pay bail money,Emergency Expenses,High
CUST0388,Freelancer,4886,8052,623,87948,22,loan for immediate survival without delay,Emergency Expenses,Low
CUST0389,Teacher,6094,7928,707,54846,23,applying for cash to language course abroad,Education,Low
CUST0390,Manager,9211,4374,683,211853,13,planning to urgent plumbing disaster,Emergency Expenses,Low
CUST0391,Retired,1650,2790,576,36300,20,fixing the garden fence without delay,Home Improvement,High
CUST0392,Clerk,3574,5407,768,35740,21,money needed for kidney stone removal thanks,Medical Expenses,High
CUST0393,Manager,13432,31286,631,67160,4,buying hearing aids urgent please,Medical Expenses,Low
CUST0394,Sales Executive,7183,10629,547,165209,8,i need to getting a convertible next week,Vehicle Purchase,Low
CUST0395,Self-Employed,10408,3386,677,218568,5,i need to root canal treatment,Medical Expenses,Low
CUST0396,Student,2488,5366,700,17416,4,money needed for scooter for delivery job for my family,Vehicle Purchase,Low
CUST0397,Self-Employed,9110,6619,766,191310,16,help me to paying off student arrears asap,Education,Low
CUST0398,Freelancer,3299,1175,696,49485,3,short on cash for paying for mri scan,Medical Expenses,High
CUST0399,Student,2955,7880,752,73875,4,loan to cover piano lessons for daughter,Education,Low
CUST0400,Sales Executive,7227,12401,692,158994,14,need capital to unexpected tax bill,Emergency Expenses,Low
CUST0401,Sales Executive,6318,7251,612,113724,13,money needed for urgent plumbing disaster,Emergency Expenses,Low
CUST0402,Sales Executive,6682,5583,606,73502,7,funds required to buying a classic mustang,Vehicle Purchase,Low
CUST0403,Clerk,3182,8915,746,31820,12,short on cash for upgrade server capacity next week,Business Expansion,High
CUST0404,Sales Executive,6748,16192,728,134960,17,urgent need for renovating the shop floor,Business Expansion,Low
CUST0405,Manager,18015,21481,674,288240,28,coding bootcamp fee next week,Education,Low
CUST0406,Teacher,6833,5715,522,163992,19,loan to cover replacing stolen car quickly,Vehicle Purchase,Low
CUST0407,Teacher,4782,9583,696,47820,12,launching a new product line,Business Expansion,Low
CUST0408,Retired,3091,3463,671,52547,14,just want to installing solar panels,Home Improvement,Low
CUST0409,Freelancer,7706,0,608,77060,18,need capital to exam registration fees urgent please,Education,Low
CUST0410,Freelancer,4866,9450,703,92454,20,loan to cover buying hearing aids,Medical Expenses,Low
CUST0411,Self-Employed,4157,4054,655,70669,18,need capital to buying new inventory stock,Business Expansion,Low
CUST0412,Manager,19218,4664,656,365142,16,planning to prescription drugs cost,Medical Expenses,Low
CUST0413,Clerk,3157,8928,676,44198,2,upgrading the air conditioning right now,Home Improvement,High
CUST0414,Sales Executive,7404,8623,785,170292,24,mba program cost urgent please,Education,Low
CUST0415,Retired,3592,6460,675,79024,27,help me to university dorm deposit,Education,Low
CUST0416,Retired,1670,2595,563,18370,14,funds required to family crisis need cash,Emergency Expenses,High
CUST0417,Sales Executive,5438,8943,635,70694,12,im looking to kidney stone removal,Medical Expenses,Low
CUST0418,Freelancer,3461,5518,591,79603,23,help me to masters degree funding,Education,High
CUST0419,Manager,10719,4875,556,117909,26,getting a motorbike for work,Vehicle Purchase,Low
CUST0420,Self-Employed,12720,16623,747,190800,23,hiring more staff members please approve,Business Expansion,Low
CUST0421,Engineer,9691,12870,807,77528,5,financing for licensing fees for shop,Business Expansion,Low
CUST0422,Student,2067,3678,619,18603,8,just want to wallet stolen need funds,Emergency Expenses,Low
CUST0423,Self-Employed,8055,12779,530,161100,5,planning to launching a new product line,Business Expansion,Low
CUST0424,Manager,14146,5905,683,99022,13,loan to cover upgrading the air conditioning,Home Improvement,Low
CUST0425,Self-Employed,11449,24934,628,57245,28,motorcycle for daily commute,Vehicle Purchase,Low
CUST0426,Freelancer,7700,8569,585,53900,26,im looking to last minute flight ticket soon,Emergency Expenses,Low
CUST0427,Sales Executive,6519,12539,566,97785,27,franchise fee payment without delay,Business Expansion,Low
CUST0428,Self-Employed,12967,7619,601,259340,26,applying for cash to sudden funeral costs,Emergency Expenses,Low
CUST0429,Student,1594,4200,732,30286,1,help me to buying a food truck,Business Expansion,High
CUST0430,Teacher,5307,0,716,95526,7,urgent need for buying a boat trailer,Vehicle Purchase,Low
CUST0431,Engineer,6302,16719,533,44114,21,loan to cover buying a second hand sedan right now,Vehicle Purchase,Low
CUST0432,Engineer,5675,1704,774,56750,2,money needed for buying hearing aids,Medical Expenses,Low
CUST0433,Engineer,10947,14422,594,273675,3,urgent need for university dorm deposit,Education,Low
CUST0434,Student,1937,2087,656,23244,17,loan to cover settle lawsuit settlement,Emergency Expenses,High
CUST0435,Student,1516,1524,511,27288,23,help me to pay rent arrears or eviction,Emergency Expenses,High
CUST0436,Freelancer,3080,4760,684,24640,4,need capital to website development cost,Business Expansion,High
CUST0437,Self-Employed,8902,21345,754,80118,21,planning to capital for startup,Business Expansion,Low
CUST0438,Clerk,3086,1504,607,30860,15,i need to paying off student arrears,Education,High
CUST0439,Sales Executive,4240,10471,596,80560,28,loan to cover installing smart locks,Home Improvement,Low
CUST0440,Clerk,3836,9893,728,88228,24,urgent need for remodeling the basement,Home Improvement,Low
CUST0441,Self-Employed,11035,14642,690,143455,21,short on cash for replacing stolen car next week,Vehicle Purchase,Low
CUST0442,Sales Executive,7533,3543,574,105462,25,financing for pay rent arrears or eviction,Emergency Expenses,Low
CUST0443,Engineer,6683,3682,639,113611,10,money needed for licensing fees for shop,Business Expansion,Low
CUST0444,Sales Executive,7054,7421,689,176350,20,borrowing to loan for immediate survival,Emergency Expenses,Low
CUST0445,Retired,1549,5202,634,13941,13,planning to getting a motorbike for work please approve,Vehicle Purchase,High
CUST0446,Self-Employed,12951,12239,526,90657,1,borrowing to downpayment for a 4x4,Vehicle Purchase,Low
CUST0447,Student,2036,3840,826,34612,17,short on cash for physiotherapy sessions,Medical Expenses,High
CUST0448,Retired,3201,2497,687,80025,18,loan for immediate survival soon,Emergency Expenses,Low
CUST0449,Engineer,5684,6525,739,62524,26,installing smart locks quickly,Home Improvement,Low
CUST0450,Retired,2838,1766,721,70950,22,acquiring a food delivery bike,Vehicle Purchase,High
CUST0451,Engineer,10723,0,725,128676,2,mom's heart operation,Medical Expenses,Low
CUST0452,Clerk,3893,2702,685,93432,2,help me to laser eye treatment,Medical Expenses,Low
CUST0453,Teacher,3989,7711,653,19945,6,money needed for remodeling the basement,Home Improvement,Low
CUST0454,Self-Employed,12568,265,633,163384,6,borrowing to starting a coffee stall,Business Expansion,Low
CUST0455,Teacher,6571,10664,587,52568,25,short on cash for kidney stone removal quickly,Medical Expenses,Low
CUST0456,Self-Employed,11034,16109,678,253782,21,help me to pay off urgent debt,Emergency Expenses,Low
CUST0457,Freelancer,6228,7663,648,143244,6,need capital to purchasing raw materials bulk,Business Expansion,Low
CUST0458,Teacher,4544,7941,482,36352,8,planning to buying a boat trailer,Vehicle Purchase,Low
CUST0459,Student,1525,2334,740,25925,30,urgent need for language course abroad if possible,Education,High
CUST0460,Teacher,3644,0,592,91100,14,planning to dental braces for son without delay,Medical Expenses,Low
CUST0461,Self-Employed,8067,3192,714,104871,27,borrowing to buying a classic mustang if possible,Vehicle Purchase,Low
CUST0462,Self-Employed,5956,0,647,59560,8,gotta getting a convertible,Vehicle Purchase,Low
CUST0463,Manager,9129,24176,538,127806,11,financing for replacing stolen car to move forward,Vehicle Purchase,Low
CUST0464,Retired,3370,6857,652,77510,26,borrowing to final year project cost,Education,High
CUST0465,Sales Executive,6800,364,807,74800,24,just want to piano lessons for daughter to move forward,Education,Low
CUST0466,Teacher,3526,5854,642,77572,12,planning to buying new inventory stock,Business Expansion,High
CUST0467,Self-Employed,4023,6209,572,56322,4,urgent need for downpayment for a 4x4,Vehicle Purchase,Low
CUST0468,Retired,2475,0,748,22275,23,need capital to insulin pump cost for my family,Medical Expenses,High
CUST0469,Clerk,2089,6271,568,43869,14,website development cost,Business Expansion,High
CUST0470,Freelancer,8626,15602,668,77634,21,masters degree funding,Education,Low
CUST0471,Clerk,3212,2317,614,28908,8,need capital to getting a motorbike for work,Vehicle Purchase,High
CUST0472,Engineer,11970,11122,781,179550,11,money needed for capital for startup,Business Expansion,Low
CUST0473,Engineer,6913,13689,674,158999,4,urgent need for urgent pet surgery,Emergency Expenses,Low
CUST0474,Clerk,2336,1962,671,18688,18,just want to buying new inventory stock,Business Expansion,High
CUST0475,Sales Executive,6702,8545,708,53616,3,short on cash for paying semester fees,Education,Low
CUST0476,Engineer,11769,14058,545,129459,27,need capital to replace broken fridge asap asap,Emergency Expenses,Low
CUST0477,Teacher,3873,3841,445,65841,17,university dorm deposit,Education,High
CUST0478,Engineer,7131,12199,605,121227,28,just want to pay bail money,Emergency Expenses,Low
CUST0479,Retired,3753,5632,739,33777,4,planning to health checkup package,Medical Expenses,Low
CUST0480,Student,1955,4917,759,31280,22,loan to cover final year project cost,Education,Low
CUST0481,Engineer,11658,45947,774,128238,29,financing for hiring more staff members right now,Business Expansion,Low
CUST0482,Teacher,3876,10638,565,58140,4,help me to buying furniture for new flat,Home Improvement,Low
CUST0483,Freelancer,2914,5871,740,49538,16,borrowing to renovating the shop floor,Business Expansion,High
CUST0484,Manager,19193,15934,683,191930,9,funds required to last minute flight ticket without delay,Emergency Expenses,Low
CUST0485,Freelancer,3717,9609,674,44604,21,buying a cheap hatchback,Vehicle Purchase,Low
CUST0486,Freelancer,5875,12788,588,41125,9,loan to cover fix the leaking roof,Home Improvement,Low
CUST0487,Teacher,5217,10534,807,109557,8,applying for cash to urgent pet surgery,Emergency Expenses,Low
CUST0488,Manager,19687,17025,727,393740,12,adding a swimming pool if possible,Home Improvement,Low
CUST0489,Manager,12430,22364,713,149160,1,funds required to getting a convertible,Vehicle Purchase,Low
CUST0490,Student,2466,389,624,29592,6,need capital to building a garage extension quickly,Home Improvement,Low
CUST0491,Sales Executive,4975,6703,796,29850,25,buying furniture for new flat,Home Improvement,Low
CUST0492,Manager,13813,52069,552,138130,6,loan to cover replacing old windows,Home Improvement,Low
CUST0493,Self-Employed,9878,16437,640,158048,19,capital for startup quickly,Business Expansion,Low
CUST0494,Sales Executive,7032,7174,636,42192,3,i need to buying a classic mustang,Vehicle Purchase,Low
CUST0495,Sales Executive,7928,13402,745,39640,11,prescription drugs cost immediately,Medical Expenses,Low
CUST0496,Teacher,4895,5532,474,73425,2,financing for renovate the kitchen cabinets,Home Improvement,Low
CUST0497,Teacher,5902,8120,607,47216,28,money needed for sudden funeral costs to move forward,Emergency Expenses,Low
CUST0498,Clerk,2765,3229,536,63595,4,funds required to prescription drugs cost,Medical Expenses,High
CUST0499,Engineer,7642,13805,685,137556,26,urgent need for buying a second hand sedan quickly,Vehicle Purchase,Low
CUST0500,Self-Employed,6854,8408,550,164496,26,root canal treatment for my family,Medical Expenses,Low
CUST0501,Sales Executive,7824,14140,578,109536,5,buying a cheap hatchback urgent please,Vehicle Purchase,Low
CUST0502,Student,2937,6627,624,67551,2,short on cash for family crisis need cash,Emergency Expenses,Low
CUST0503,Self-Employed,14016,23656,751,280320,5,buying laptop for studies soon,Education,Low
CUST0504,Clerk,2487,2732,707,62175,29,applying for cash to starting a coffee stall thanks,Business Expansion,High
CUST0505,Self-Employed,11317,23170,653,79219,12,flood damage clean up right now,Emergency Expenses,Low
CUST0506,Clerk,3475,7957,650,62550,6,im looking to replacing stolen car,Vehicle Purchase,High
CUST0507,Freelancer,5602,5820,712,112040,26,gotta maternity ward costs for my family,Medical Expenses,Low
CUST0508,Teacher,5348,15422,719,74872,1,planning to exam registration fees,Education,Low
CUST0509,Engineer,5857,11341,671,99569,6,applying for cash to wallet stolen need funds,Emergency Expenses,Low
CUST0510,Retired,1881,527,847,37620,23,adding a swimming pool thanks,Home Improvement,High
CUST0511,Manager,18709,44063,794,187090,2,buying furniture for new flat thanks,Home Improvement,Low
CUST0512,Self-Employed,7367,17019,636,162074,24,root canal treatment quickly,Medical Expenses,Low
CUST0513,Engineer,7436,11302,675,171028,18,getting a minivan for family,Vehicle Purchase,Low
CUST0514,Teacher,3723,3566,714,52122,27,buying a classic mustang please approve,Vehicle Purchase,Low
CUST0515,Sales Executive,3794,7524,657,53116,3,just want to starting a coffee stall,Business Expansion,Low
CUST0516,Clerk,2631,4462,561,34203,3,loan to cover buying a food truck,Business Expansion,High
CUST0517,Teacher,5019,10428,599,95361,2,help me to upgrading the air conditioning,Home Improvement,Low
CUST0518,Freelancer,6309,8654,801,145107,2,im looking to loan for immediate survival,Emergency Expenses,Low
CUST0519,Clerk,2175,1706,523,39150,25,borrowing to sudden funeral costs,Emergency Expenses,High
CUST0520,Retired,1749,4019,525,31482,18,financing for certification exam fee,Education,High
CUST0521,Sales Executive,6901,8679,726,41406,17,buying a used pickup,Vehicle Purchase,Low
CUST0522,Clerk,3944,6003,600,39440,7,money needed for installing smart locks without delay,Home Improvement,Low
CUST0523,Teacher,3674,0,760,66132,7,short on cash for installing smart locks,Home Improvement,Low
CUST0524,Engineer,7619,22869,555,53333,3,short on cash for masters degree funding,Education,Low
CUST0525,Retired,3127,21,599,65667,15,borrowing to hiring more staff members please approve,Business Expansion,High
CUST0526,Retired,3218,5941,679,74014,19,purchasing raw materials bulk thanks,Business Expansion,High
CUST0527,Clerk,3152,5544,511,69344,29,financing for buying a used pickup,Vehicle Purchase,High
CUST0528,Manager,12327,10054,711,295848,16,borrowing to buying a boat trailer,Vehicle Purchase,Low
CUST0529,Teacher,4628,2729,713,78676,2,funds required to language course abroad,Education,Low
CUST0530,Self-Employed,7892,18666,677,102596,29,need capital to prescription drugs cost,Medical Expenses,Low
CUST0531,Student,2191,3898,588,28483,27,insulin pump cost without delay,Medical Expenses,High
CUST0532,Clerk,3991,7152,618,75829,25,borrowing to replace broken fridge asap,Emergency Expenses,Low
CUST0533,Engineer,10970,5504,707,120670,15,remodeling the basement please approve,Home Improvement,Low
CUST0534,Manager,15937,25432,489,95622,17,fixing the garden fence to move forward,Home Improvement,Low
CUST0535,Clerk,2637,3416,571,55377,29,buying a used pickup if possible,Vehicle Purchase,High
CUST0536,Teacher,4289,8059,612,25734,8,purchasing raw materials bulk,Business Expansion,Low
CUST0537,Freelancer,2914,7539,588,37882,12,urgent need for mba program cost soon,Education,High
CUST0538,Retired,3125,3839,619,15625,8,short on cash for coding bootcamp fee,Education,High
CUST0539,Freelancer,7366,0,717,147320,19,financing for financing a tesla thanks,Vehicle Purchase,Low
CUST0540,Self-Employed,6679,12181,597,46753,10,installing solar panels quickly,Home Improvement,Low
CUST0541,Manager,8813,18000,739,96943,28,financing for language course abroad,Education,Low
CUST0542,Sales Executive,4693,6578,731,23465,28,i need to installing smart locks,Home Improvement,Low
CUST0543,Freelancer,3583,3038,563,17915,8,health checkup package next week,Medical Expenses,High
CUST0544,Engineer,10838,28431,626,195084,29,loan for immediate survival before month end,Emergency Expenses,Low
CUST0545,Self-Employed,11520,17150,739,241920,27,planning to wallet stolen need funds,Emergency Expenses,Low
CUST0546,Clerk,2015,653,641,32240,18,financing a tesla without delay,Vehicle Purchase,High
CUST0547,Engineer,10606,18306,668,137878,21,paying ambulance fee,Medical Expenses,Low
CUST0548,Engineer,7139,2874,486,178475,10,health checkup package right now,Medical Expenses,Low
CUST0549,Teacher,5618,9362,479,134832,13,applying for cash to getting a convertible,Vehicle Purchase,Low
CUST0550,Teacher,6454,15659,664,90356,9,loan to cover starting a coffee stall asap,Business Expansion,Low
CUST0551,Manager,14361,20276,544,330303,27,gotta getting a motorbike for work thanks,Vehicle Purchase,Low
CUST0552,Self-Employed,7643,8067,544,152860,30,cash flow for payroll right now,Business Expansion,Low
CUST0553,Retired,2729,6454,523,60038,6,help me to paying for knee surgery,Medical Expenses,Low
CUST0554,Clerk,2964,5718,694,65208,25,planning to flood damage clean up without delay,Emergency Expenses,Low
CUST0555,Self-Employed,14722,31426,689,206108,14,gotta buying new inventory stock,Business Expansion,Low
CUST0556,Self-Employed,8269,6060,604,66152,16,getting a convertible urgent please,Vehicle Purchase,Low
CUST0557,Clerk,2967,6598,589,50439,17,gotta exam registration fees badly,Education,Low
CUST0558,Manager,8885,16125,616,97735,11,im looking to last minute flight ticket,Emergency Expenses,Low
CUST0559,Freelancer,3673,3621,765,25711,16,flood damage clean up asap,Emergency Expenses,Low
CUST0560,Teacher,4783,6927,644,62179,7,maternity ward costs asap,Medical Expenses,Low
CUST0561,Teacher,5505,9938,514,49545,20,help me to replace broken fridge asap,Emergency Expenses,Low
CUST0562,Manager,14609,9901,689,73045,2,applying for cash to last minute flight ticket,Emergency Expenses,Low
CUST0563,Self-Employed,4230,10775,565,88830,7,help me to website development cost next week,Business Expansion,Low
CUST0564,Student,2783,4010,593,44528,10,coding bootcamp fee for my family,Education,High
CUST0565,Clerk,2785,2273,648,19495,27,gotta opening a second branch asap,Business Expansion,High
CUST0566,Engineer,7382,4187,676,155022,11,paying off student arrears without delay,Education,Low
CUST0567,Teacher,4903,11906,647,53933,6,need capital to sudden funeral costs before month end,Emergency Expenses,Low
CUST0568,Student,1967,3682,850,21637,24,money needed for upgrading the air conditioning next week,Home Improvement,High
CUST0569,Retired,2192,5264,738,13152,13,just want to buying a food truck,Business Expansion,Low
CUST0570,Retired,1699,2194,636,13592,21,applying for cash to launching a new product line,Business Expansion,High
CUST0571,Student,2912,6253,707,23296,18,help me to cash flow for payroll,Business Expansion,Low
CUST0572,Freelancer,8249,18189,751,206225,1,urgent need for cash flow for payroll thanks,Business Expansion,Low
CUST0573,Manager,18840,42973,707,452160,20,kidney stone removal immediately,Medical Expenses,Low
CUST0574,Manager,9718,3824,641,136052,4,financing for adding a swimming pool,Home Improvement,Low
CUST0575,Freelancer,4127,1754,562,86667,7,need capital to university dorm deposit,Education,Low
CUST0576,Manager,12839,26169,735,141229,23,storm damage fix right now,Emergency Expenses,Low
CUST0577,Self-Employed,7842,21124,652,62736,27,funds required to marketing campaign ads for my family,Business Expansion,Low
CUST0578,Teacher,3868,6027,618,30944,29,short on cash for franchise fee payment,Business Expansion,Low
CUST0579,Sales Executive,6741,14618,645,128079,2,gotta urgent plumbing disaster,Emergency Expenses,Low
CUST0580,Teacher,3661,7150,589,54915,14,physiotherapy sessions,Medical Expenses,Low
CUST0581,Clerk,3743,5661,625,33687,22,need capital to paying for knee surgery,Medical Expenses,Low
CUST0582,Self-Employed,9857,30272,527,128141,29,buying new inventory stock badly,Business Expansion,Low
CUST0583,Self-Employed,9615,17609,723,182685,9,painting the living room urgent please,Home Improvement,Low
CUST0584,Freelancer,5954,3882,535,47632,5,im looking to hiring more staff members,Business Expansion,High
CUST0585,Teacher,3924,2260,703,90252,22,borrowing to flood damage clean up,Emergency Expenses,Low
CUST0586,Teacher,6003,5710,701,30015,28,im looking to dental braces for son,Medical Expenses,Low
CUST0587,Freelancer,6498,13806,703,38988,3,money needed for acquiring a food delivery bike,Vehicle Purchase,Low
CUST0588,Self-Employed,4202,4878,534,96646,24,motorcycle for daily commute thanks,Vehicle Purchase,Low
CUST0589,Self-Employed,12504,3384,632,100032,14,replacing my old clunker without delay,Vehicle Purchase,Low
CUST0590,Freelancer,5332,4845,551,47988,27,installing solar panels thanks,Home Improvement,Low
CUST0591,Student,2817,6676,611,56340,28,planning to getting a minivan for family,Vehicle Purchase,High
CUST0592,Teacher,3806,5733,579,57090,9,urgent need for exam registration fees,Education,Low
